n,k,flip_rate,plan,observation_order,intervention_width,query_count,samples_per_query,total_samples,cutoff,fwer_upper,power_lower,feasible
8,5,3/20,boundary_s3,2,3,560,48,26880,10,303904911485/8796093022208,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
8,5,3/20,boundary_s4,1,4,280,46,12880,10,96310222155/2199023255552,162818074041962138069723067264690875586475469639111576008807/175921860444160000000000000000000000000000000000000000000000,1
8,5,3/20,boundary_s5,0,5,56,37,2072,8,90542711/2147483648,623704295907377219707614669661501119183243181/687194767360000000000000000000000000000000000,1
8,5,3/20,containment_s6,0,6,28,36,1008,8,71749153/2147483648,1580368633908757492947856944350258123231594191/1717986918400000000000000000000000000000000000,1
8,5,3/20,containment_s7,0,7,8,27,216,6,198797/4194304,604937146143339827731706306012131/671088640000000000000000000000000,1
8,5,3/20,full_clamp,0,8,1,17,17,4,1607/32768,59066943224413682347/65536000000000000000,1
8,5,1/4,boundary_s0,5,0,56,81,4536,25,795606541748617987073/18889465931478580854784,166004869209846013798394332727343992659359050135/182687704666362864775460604089535377456991567872,1
8,5,1/4,boundary_s1,4,1,280,96,26880,29,183325131937585250480639905/4951760157141521099596496896,2826669237463320709079161387627835545442740208230104850283/3138550867693340381917894711603833208051177722232017256448,1
8,5,1/4,boundary_s2,3,2,560,103,57680,31,91457679838700210826514675/2475880078570760549798248448,181320098004673936577135226704527061308577191396796573436719/200867255532373784442745261542645325315275374222849104412672,1
8,5,1/4,boundary_s3,2,3,560,103,57680,31,91457679838700210826514675/2475880078570760549798248448,181320098004673936577135226704527061308577191396796573436719/200867255532373784442745261542645325315275374222849104412672,1
8,5,1/4,boundary_s4,1,4,280,96,26880,29,183325131937585250480639905/4951760157141521099596496896,2826669237463320709079161387627835545442740208230104850283/3138550867693340381917894711603833208051177722232017256448,1
8,5,1/4,boundary_s5,0,5,56,81,4536,25,795606541748617987073/18889465931478580854784,166004869209846013798394332727343992659359050135/182687704666362864775460604089535377456991567872,1
8,5,1/4,containment_s6,0,6,28,74,2072,23,3132571668073075445/73786976294838206464,10122698923905562375428628342808868556339685/11150372599265311570767859136324180752990208,1
8,5,1/4,containment_s7,0,7,8,60,480,19,3584203906519219/72057594037927936,603147657093955078649154388183487435/664613997892457936451903530140172288,1
8,5,1/4,full_clamp,0,8,1,42,42,14,1496659417/34359738368,555786283484642355386633/604462909807314587353088,1
8,6,1/20,boundary_s0,6,0,28,18,504,2,301/8192,15431615625867732474407/16384000000000000000000,1
8,6,1/20,boundary_s1,5,1,168,21,3528,2,609/16384,11994169162440651134064599/13107200000000000000000000,1
8,6,1/20,boundary_s2,4,2,420,26,10920,3,38745/1048576,32254486455957996678753081103857/33554432000000000000000000000000,1
8,6,1/20,boundary_s3,3,3,560,26,14560,3,12915/262144,32254486455957996678753081103857/33554432000000000000000000000000,1
8,6,1/20,boundary_s4,2,4,420,26,10920,3,38745/1048576,32254486455957996678753081103857/33554432000000000000000000000000,1
8,6,1/20,boundary_s5,1,5,168,21,3528,2,609/16384,11994169162440651134064599/13107200000000000000000000,1
8,6,1/20,boundary_s6,0,6,28,18,504,2,301/8192,15431615625867732474407/16384000000000000000000,1
8,6,1/20,containment_s7,0,7,8,16,128,2,137/4096,62722024833956407861/65536000000000000000,1
8,6,1/20,full_clamp,0,8,1,9,9,1,5/128,11888494133/12800000000,1
8,6,3/20,boundary_s0,6,0,28,36,1008,8,71749153/2147483648,1580368633908757492947856944350258123231594191/1717986918400000000000000000000000000000000000,1
8,6,3/20,boundary_s1,5,1,168,42,7056,9,12539542911/274877906944,400844266087307031258167920438768609048657884454258003/439804651110400000000000000000000000000000000000000000,1
8,6,3/20,boundary_s2,4,2,420,47,19740,10,727705871655/17592186044416,644131666883319102096288455803971621076354685713039799143453/703687441776640000000000000000000000000000000000000000000000,1
8,6,3/20,boundary_s3,3,3,560,48,26880,10,303904911485/8796093022208,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
8,6,3/20,boundary_s4,2,4,420,47,19740,10,727705871655/17592186044416,644131666883319102096288455803971621076354685713039799143453/703687441776640000000000000000000000000000000000000000000000,1
8,6,3/20,boundary_s5,1,5,168,42,7056,9,12539542911/274877906944,400844266087307031258167920438768609048657884454258003/439804651110400000000000000000000000000000000000000000,1
8,6,3/20,boundary_s6,0,6,28,36,1008,8,71749153/2147483648,1580368633908757492947856944350258123231594191/1717986918400000000000000000000000000000000000,1
8,6,3/20,containment_s7,0,7,8,27,216,6,198797/4194304,604937146143339827731706306012131/671088640000000000000000000000000,1
8,6,3/20,full_clamp,0,8,1,17,17,4,1607/32768,59066943224413682347/65536000000000000000,1
8,6,1/4,boundary_s0,6,0,28,74,2072,23,3132571668073075445/73786976294838206464,10122698923905562375428628342808868556339685/11150372599265311570767859136324180752990208,1
8,6,1/4,boundary_s1,5,1,168,92,15456,28,723038024856294349726839/19342813113834066795298816,693581709570700495868700283698485869360479729904408715/766247770432944429179173513575154591809369561091801088,1
8,6,1/4,boundary_s2,4,2,420,99,41580,30,115363514836481687360571315/2475880078570760549798248448,11385264630986629380185580568943779265724764007803310621059/12554203470773361527671578846415332832204710888928069025792,1
8,6,1/4,boundary_s3,3,3,560,103,57680,31,91457679838700210826514675/2475880078570760549798248448,181320098004673936577135226704527061308577191396796573436719/200867255532373784442745261542645325315275374222849104412672,1
8,6,1/4,boundary_s4,2,4,420,99,41580,30,115363514836481687360571315/2475880078570760549798248448,11385264630986629380185580568943779265724764007803310621059/12554203470773361527671578846415332832204710888928069025792,1
8,6,1/4,boundary_s5,1,5,168,92,15456,28,723038024856294349726839/19342813113834066795298816,693581709570700495868700283698485869360479729904408715/766247770432944429179173513575154591809369561091801088,1
8,6,1/4,boundary_s6,0,6,28,74,2072,23,3132571668073075445/73786976294838206464,10122698923905562375428628342808868556339685/11150372599265311570767859136324180752990208,1
8,6,1/4,containment_s7,0,7,8,60,480,19,3584203906519219/72057594037927936,603147657093955078649154388183487435/664613997892457936451903530140172288,1
8,6,1/4,full_clamp,0,8,1,42,42,14,1496659417/34359738368,555786283484642355386633/604462909807314587353088,1
12,3,1/20,boundary_s0,3,0,220,21,4620,2,1595/32768,11994169162440651134064599/13107200000000000000000000,1
12,3,1/20,boundary_s1,2,1,660,27,17820,3,68145/2097152,3208689719779354665604173407543/3355443200000000000000000000000,1
12,3,1/20,boundary_s2,1,2,660,27,17820,3,68145/2097152,3208689719779354665604173407543/3355443200000000000000000000000,1
12,3,1/20,boundary_s3,0,3,220,21,4620,2,1595/32768,11994169162440651134064599/13107200000000000000000000,1
12,3,1/20,containment_s4,0,4,495,26,12870,3,182655/4194304,32254486455957996678753081103857/33554432000000000000000000000000,1
12,3,1/20,containment_s5,0,5,792,27,21384,3,40887/1048576,3208689719779354665604173407543/3355443200000000000000000000000,1
12,3,1/20,containment_s6,0,6,924,27,24948,3,95403/2097152,3208689719779354665604173407543/3355443200000000000000000000000,1
12,3,1/20,containment_s7,0,7,792,27,21384,3,40887/1048576,3208689719779354665604173407543/3355443200000000000000000000000,1
12,3,1/20,containment_s8,0,8,495,26,12870,3,182655/4194304,32254486455957996678753081103857/33554432000000000000000000000000,1
12,3,1/20,containment_s9,0,9,220,21,4620,2,1595/32768,11994169162440651134064599/13107200000000000000000000,1
12,3,1/20,containment_s10,0,10,66,19,1254,2,6303/131072,244699273200091417605281/262144000000000000000000,1
12,3,1/20,containment_s11,0,11,12,17,204,2,231/8192,62242620822486673273/65536000000000000000,1
12,3,1/20,full_clamp,0,12,1,9,9,1,5/128,11888494133/12800000000,1
12,3,3/20,boundary_s0,3,0,220,46,10120,10,151344634815/4398046511104,162818074041962138069723067264690875586475469639111576008807/175921860444160000000000000000000000000000000000000000000000,1
12,3,3/20,boundary_s1,2,1,660,48,31680,10,1432694582715/35184372088832,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
12,3,3/20,boundary_s2,1,2,660,48,31680,10,1432694582715/35184372088832,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
12,3,3/20,boundary_s3,0,3,220,46,10120,10,151344634815/4398046511104,162818074041962138069723067264690875586475469639111576008807/175921860444160000000000000000000000000000000000000000000000,1
12,3,3/20,containment_s4,0,4,495,47,23265,10,3430613394945/70368744177664,644131666883319102096288455803971621076354685713039799143453/703687441776640000000000000000000000000000000000000000000000,1
12,3,3/20,containment_s5,0,5,792,48,38016,10,859616749629/17592186044416,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
12,3,3/20,containment_s6,0,6,924,52,48048,11,9333832529637/281474976710656,2070167326889957226279082778058028867125573691699126832800894604663/2251799813685248000000000000000000000000000000000000000000000000000,1
12,3,3/20,containment_s7,0,7,792,48,38016,10,859616749629/17592186044416,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
12,3,3/20,containment_s8,0,8,495,47,23265,10,3430613394945/70368744177664,644131666883319102096288455803971621076354685713039799143453/703687441776640000000000000000000000000000000000000000000000,1
12,3,3/20,containment_s9,0,9,220,46,10120,10,151344634815/4398046511104,162818074041962138069723067264690875586475469639111576008807/175921860444160000000000000000000000000000000000000000000000,1
12,3,3/20,containment_s10,0,10,66,37,2442,8,426844209/8589934592,623704295907377219707614669661501119183243181/687194767360000000000000000000000000000000000,1
12,3,3/20,containment_s11,0,11,12,31,372,7,20931/524288,3079611059988922302020436617127481433/3355443200000000000000000000000000000,1
12,3,3/20,full_clamp,0,12,1,17,17,4,1607/32768,59066943224413682347/65536000000000000000,1
12,3,1/4,boundary_s0,3,0,220,92,20240,28,1893671017480770915951245/38685626227668133590597632,693581709570700495868700283698485869360479729904408715/766247770432944429179173513575154591809369561091801088,1
12,3,1/4,boundary_s1,2,1,660,103,67980,31,431157633525300993896426325/9903520314283042199192993792,181320098004673936577135226704527061308577191396796573436719/200867255532373784442745261542645325315275374222849104412672,1
12,3,1/4,boundary_s2,1,2,660,103,67980,31,431157633525300993896426325/9903520314283042199192993792,181320098004673936577135226704527061308577191396796573436719/200867255532373784442745261542645325315275374222849104412672,1
12,3,1/4,boundary_s3,0,3,220,92,20240,28,1893671017480770915951245/38685626227668133590597632,693581709570700495868700283698485869360479729904408715/766247770432944429179173513575154591809369561091801088,1
12,3,1/4,containment_s4,0,4,495,102,50490,31,7300537916435069176591778475/158456325028528675187087900672,733346038122319600530143481197623137902501126271742108188671/803469022129495137770981046170581301261101496891396417650688,1
12,3,1/4,containment_s5,0,5,792,106,83952,32,222561301125991213321064454105/5070602400912917605986812821504,2990633654832528521686628474206531750210422871965569470416737471/3291009114642412084309938365114701009965471731267159726697218048,1
12,3,1/4,containment_s6,0,6,924,109,100716,33,1744999097344738184817948227763/40564819207303340847894502572032,48147257393876279582136144398742613137978970123293960573659832053/52656145834278593348959013841835216159447547700274555627155488768,1
12,3,1/4,containment_s7,0,7,792,106,83952,32,222561301125991213321064454105/5070602400912917605986812821504,2990633654832528521686628474206531750210422871965569470416737471/3291009114642412084309938365114701009965471731267159726697218048,1
12,3,1/4,containment_s8,0,8,495,102,50490,31,7300537916435069176591778475/158456325028528675187087900672,733346038122319600530143481197623137902501126271742108188671/803469022129495137770981046170581301261101496891396417650688,1
12,3,1/4,containment_s9,0,9,220,92,20240,28,1893671017480770915951245/38685626227668133590597632,693581709570700495868700283698485869360479729904408715/766247770432944429179173513575154591809369561091801088,1
12,3,1/4,containment_s10,0,10,66,81,5346,25,3750716553957770510487/75557863725914323419136,166004869209846013798394332727343992659359050135/182687704666362864775460604089535377456991567872,1
12,3,1/4,containment_s11,0,11,12,64,768,20,102101739975697647/2305843009213693952,153249914540861994160588859030349088805/170141183460469231731687303715884105728,1
12,3,1/4,full_clamp,0,12,1,42,42,14,1496659417/34359738368,555786283484642355386633/604462909807314587353088,1
12,4,1/20,boundary_s0,4,0,495,26,12870,3,182655/4194304,32254486455957996678753081103857/33554432000000000000000000000000,1
12,4,1/20,boundary_s1,3,1,1980,29,57420,3,1012275/33554432,1268688482128343454037710953889999917/1342177280000000000000000000000000000,1
12,4,1/20,boundary_s2,2,2,2970,29,86130,3,3036825/67108864,1268688482128343454037710953889999917/1342177280000000000000000000000000000,1
12,4,1/20,boundary_s3,1,3,1980,29,57420,3,1012275/33554432,1268688482128343454037710953889999917/1342177280000000000000000000000000000,1
12,4,1/20,boundary_s4,0,4,495,26,12870,3,182655/4194304,32254486455957996678753081103857/33554432000000000000000000000000,1
12,4,1/20,containment_s5,0,5,792,27,21384,3,40887/1048576,3208689719779354665604173407543/3355443200000000000000000000000,1
12,4,1/20,containment_s6,0,6,924,27,24948,3,95403/2097152,3208689719779354665604173407543/3355443200000000000000000000000,1
12,4,1/20,containment_s7,0,7,792,27,21384,3,40887/1048576,3208689719779354665604173407543/3355443200000000000000000000000,1
12,4,1/20,containment_s8,0,8,495,26,12870,3,182655/4194304,32254486455957996678753081103857/33554432000000000000000000000000,1
12,4,1/20,containment_s9,0,9,220,21,4620,2,1595/32768,11994169162440651134064599/13107200000000000000000000,1
12,4,1/20,containment_s10,0,10,66,19,1254,2,6303/131072,244699273200091417605281/262144000000000000000000,1
12,4,1/20,containment_s11,0,11,12,17,204,2,231/8192,62242620822486673273/65536000000000000000,1
12,4,1/20,full_clamp,0,12,1,9,9,1,5/128,11888494133/12800000000,1
12,4,3/20,boundary_s0,4,0,495,47,23265,10,3430613394945/70368744177664,644131666883319102096288455803971621076354685713039799143453/703687441776640000000000000000000000000000000000000000000000,1
12,4,3/20,boundary_s1,3,1,1980,53,104940,11,12526108262415/281474976710656,409526392435257307874911816617053889260761432164213328980479568289/450359962737049600000000000000000000000000000000000000000000000000,1
12,4,3/20,boundary_s2,2,2,2970,57,169290,12,87794310992355/2251799813685248,16631906216175891154576053704672046732176453094531486606346374441948223/18014398509481984000000000000000000000000000000000000000000000000000000,1
12,4,3/20,boundary_s3,1,3,1980,53,104940,11,12526108262415/281474976710656,409526392435257307874911816617053889260761432164213328980479568289/450359962737049600000000000000000000000000000000000000000000000000,1
12,4,3/20,boundary_s4,0,4,495,47,23265,10,3430613394945/70368744177664,644131666883319102096288455803971621076354685713039799143453/703687441776640000000000000000000000000000000000000000000000,1
12,4,3/20,containment_s5,0,5,792,48,38016,10,859616749629/17592186044416,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
12,4,3/20,containment_s6,0,6,924,52,48048,11,9333832529637/281474976710656,2070167326889957226279082778058028867125573691699126832800894604663/2251799813685248000000000000000000000000000000000000000000000000000,1
12,4,3/20,containment_s7,0,7,792,48,38016,10,859616749629/17592186044416,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
12,4,3/20,containment_s8,0,8,495,47,23265,10,3430613394945/70368744177664,644131666883319102096288455803971621076354685713039799143453/703687441776640000000000000000000000000000000000000000000000,1
12,4,3/20,containment_s9,0,9,220,46,10120,10,151344634815/4398046511104,162818074041962138069723067264690875586475469639111576008807/175921860444160000000000000000000000000000000000000000000000,1
12,4,3/20,containment_s10,0,10,66,37,2442,8,426844209/8589934592,623704295907377219707614669661501119183243181/687194767360000000000000000000000000000000000,1
12,4,3/20,containment_s11,0,11,12,31,372,7,20931/524288,3079611059988922302020436617127481433/3355443200000000000000000000000000000,1
12,4,3/20,full_clamp,0,12,1,17,17,4,1607/32768,59066943224413682347/65536000000000000000,1
12,4,1/4,boundary_s0,4,0,495,102,50490,31,7300537916435069176591778475/158456325028528675187087900672,733346038122319600530143481197623137902501126271742108188671/803469022129495137770981046170581301261101496891396417650688,1
12,4,1/4,boundary_s1,3,1,1980,114,225720,34,25183164645981715199053266601155/649037107316853453566312041152512,24290910506908250998718361492762733559808205263669647648401410640231/26959946667150639794667015087019630673637144422540572481103610249216,1
12,4,1/4,boundary_s2,2,2,2970,117,347490,35,1018049001767106760445386050116865/20769187434139310514121985316880384,3129948012249826664285581441482924306216353214621439694459842987341989/3450873173395281893717377931138512726225554486085193277581262111899648,1
12,4,1/4,boundary_s3,1,3,1980,114,225720,34,25183164645981715199053266601155/649037107316853453566312041152512,24290910506908250998718361492762733559808205263669647648401410640231/26959946667150639794667015087019630673637144422540572481103610249216,1
12,4,1/4,boundary_s4,0,4,495,102,50490,31,7300537916435069176591778475/158456325028528675187087900672,733346038122319600530143481197623137902501126271742108188671/803469022129495137770981046170581301261101496891396417650688,1
12,4,1/4,containment_s5,0,5,792,106,83952,32,222561301125991213321064454105/5070602400912917605986812821504,2990633654832528521686628474206531750210422871965569470416737471/3291009114642412084309938365114701009965471731267159726697218048,1
12,4,1/4,containment_s6,0,6,924,109,100716,33,1744999097344738184817948227763/40564819207303340847894502572032,48147257393876279582136144398742613137978970123293960573659832053/52656145834278593348959013841835216159447547700274555627155488768,1
12,4,1/4,containment_s7,0,7,792,106,83952,32,222561301125991213321064454105/5070602400912917605986812821504,2990633654832528521686628474206531750210422871965569470416737471/3291009114642412084309938365114701009965471731267159726697218048,1
12,4,1/4,containment_s8,0,8,495,102,50490,31,7300537916435069176591778475/158456325028528675187087900672,733346038122319600530143481197623137902501126271742108188671/803469022129495137770981046170581301261101496891396417650688,1
12,4,1/4,containment_s9,0,9,220,92,20240,28,1893671017480770915951245/38685626227668133590597632,693581709570700495868700283698485869360479729904408715/766247770432944429179173513575154591809369561091801088,1
12,4,1/4,containment_s10,0,10,66,81,5346,25,3750716553957770510487/75557863725914323419136,166004869209846013798394332727343992659359050135/182687704666362864775460604089535377456991567872,1
12,4,1/4,containment_s11,0,11,12,64,768,20,102101739975697647/2305843009213693952,153249914540861994160588859030349088805/170141183460469231731687303715884105728,1
12,4,1/4,full_clamp,0,12,1,42,42,14,1496659417/34359738368,555786283484642355386633/604462909807314587353088,1
12,5,1/20,boundary_s0,5,0,792,27,21384,3,40887/1048576,3208689719779354665604173407543/3355443200000000000000000000000,1
12,5,1/20,boundary_s1,4,1,3960,30,118800,3,1120185/33554432,252122214228255473989500026077047454273/268435456000000000000000000000000000000,1
12,5,1/20,boundary_s2,3,2,7920,31,245520,3,19305/524288,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
12,5,1/20,boundary_s3,2,3,7920,31,245520,3,19305/524288,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
12,5,1/20,boundary_s4,1,4,3960,30,118800,3,1120185/33554432,252122214228255473989500026077047454273/268435456000000000000000000000000000000,1
12,5,1/20,boundary_s5,0,5,792,27,21384,3,40887/1048576,3208689719779354665604173407543/3355443200000000000000000000000,1
12,5,1/20,containment_s6,0,6,924,27,24948,3,95403/2097152,3208689719779354665604173407543/3355443200000000000000000000000,1
12,5,1/20,containment_s7,0,7,792,27,21384,3,40887/1048576,3208689719779354665604173407543/3355443200000000000000000000000,1
12,5,1/20,containment_s8,0,8,495,26,12870,3,182655/4194304,32254486455957996678753081103857/33554432000000000000000000000000,1
12,5,1/20,containment_s9,0,9,220,21,4620,2,1595/32768,11994169162440651134064599/13107200000000000000000000,1
12,5,1/20,containment_s10,0,10,66,19,1254,2,6303/131072,244699273200091417605281/262144000000000000000000,1
12,5,1/20,containment_s11,0,11,12,17,204,2,231/8192,62242620822486673273/65536000000000000000,1
12,5,1/20,full_clamp,0,12,1,9,9,1,5/128,11888494133/12800000000,1
12,5,3/20,boundary_s0,5,0,792,48,38016,10,859616749629/17592186044416,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
12,5,3/20,boundary_s1,4,1,3960,58,229680,12,146591579227005/4503599627370496,65866455761346270594918473823800447770672138918336439726370825195523018621/72057594037927936000000000000000000000000000000000000000000000000000000000,1
12,5,3/20,boundary_s2,3,2,7920,59,467280,12,182823553273185/4503599627370496,130315709922887558783188381993623192316718461585418863161333794487859826681/144115188075855872000000000000000000000000000000000000000000000000000000000,1
12,5,3/20,boundary_s3,2,3,7920,59,467280,12,182823553273185/4503599627370496,130315709922887558783188381993623192316718461585418863161333794487859826681/144115188075855872000000000000000000000000000000000000000000000000000000000,1
12,5,3/20,boundary_s4,1,4,3960,58,229680,12,146591579227005/4503599627370496,65866455761346270594918473823800447770672138918336439726370825195523018621/72057594037927936000000000000000000000000000000000000000000000000000000000,1
12,5,3/20,boundary_s5,0,5,792,48,38016,10,859616749629/17592186044416,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
12,5,3/20,containment_s6,0,6,924,52,48048,11,9333832529637/281474976710656,2070167326889957226279082778058028867125573691699126832800894604663/2251799813685248000000000000000000000000000000000000000000000000000,1
12,5,3/20,containment_s7,0,7,792,48,38016,10,859616749629/17592186044416,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
12,5,3/20,containment_s8,0,8,495,47,23265,10,3430613394945/70368744177664,644131666883319102096288455803971621076354685713039799143453/703687441776640000000000000000000000000000000000000000000000,1
12,5,3/20,containment_s9,0,9,220,46,10120,10,151344634815/4398046511104,162818074041962138069723067264690875586475469639111576008807/175921860444160000000000000000000000000000000000000000000000,1
12,5,3/20,containment_s10,0,10,66,37,2442,8,426844209/8589934592,623704295907377219707614669661501119183243181/687194767360000000000000000000000000000000000,1
12,5,3/20,containment_s11,0,11,12,31,372,7,20931/524288,3079611059988922302020436617127481433/3355443200000000000000000000000000000,1
12,5,3/20,full_clamp,0,12,1,17,17,4,1607/32768,59066943224413682347/65536000000000000000,1
12,5,1/4,boundary_s0,5,0,792,106,83952,32,222561301125991213321064454105/5070602400912917605986812821504,2990633654832528521686628474206531750210422871965569470416737471/3291009114642412084309938365114701009965471731267159726697218048,1
12,5,1/4,boundary_s1,4,1,3960,121,479160,36,1614487152891571149115096003589175/41538374868278621028243970633760768,399055439880886198440058722372538268673802310368560665469534821436249025/441711766194596082395824375185729628956870974218904739530401550323154944,1
12,5,1/4,boundary_s2,3,2,7920,128,1013760,38,414601659330299722067452449663712635/10633823966279326983230456482242756608,52445555550515825008882443267310377938604575734242036562942186432451529611573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
12,5,1/4,boundary_s3,2,3,7920,128,1013760,38,414601659330299722067452449663712635/10633823966279326983230456482242756608,52445555550515825008882443267310377938604575734242036562942186432451529611573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
12,5,1/4,boundary_s4,1,4,3960,121,479160,36,1614487152891571149115096003589175/41538374868278621028243970633760768,399055439880886198440058722372538268673802310368560665469534821436249025/441711766194596082395824375185729628956870974218904739530401550323154944,1
12,5,1/4,boundary_s5,0,5,792,106,83952,32,222561301125991213321064454105/5070602400912917605986812821504,2990633654832528521686628474206531750210422871965569470416737471/3291009114642412084309938365114701009965471731267159726697218048,1
12,5,1/4,containment_s6,0,6,924,109,100716,33,1744999097344738184817948227763/40564819207303340847894502572032,48147257393876279582136144398742613137978970123293960573659832053/52656145834278593348959013841835216159447547700274555627155488768,1
12,5,1/4,containment_s7,0,7,792,106,83952,32,222561301125991213321064454105/5070602400912917605986812821504,2990633654832528521686628474206531750210422871965569470416737471/3291009114642412084309938365114701009965471731267159726697218048,1
12,5,1/4,containment_s8,0,8,495,102,50490,31,7300537916435069176591778475/158456325028528675187087900672,733346038122319600530143481197623137902501126271742108188671/803469022129495137770981046170581301261101496891396417650688,1
12,5,1/4,containment_s9,0,9,220,92,20240,28,1893671017480770915951245/38685626227668133590597632,693581709570700495868700283698485869360479729904408715/766247770432944429179173513575154591809369561091801088,1
12,5,1/4,containment_s10,0,10,66,81,5346,25,3750716553957770510487/75557863725914323419136,166004869209846013798394332727343992659359050135/182687704666362864775460604089535377456991567872,1
12,5,1/4,containment_s11,0,11,12,64,768,20,102101739975697647/2305843009213693952,153249914540861994160588859030349088805/170141183460469231731687303715884105728,1
12,5,1/4,full_clamp,0,12,1,42,42,14,1496659417/34359738368,555786283484642355386633/604462909807314587353088,1
12,6,1/20,boundary_s0,6,0,924,27,24948,3,95403/2097152,3208689719779354665604173407543/3355443200000000000000000000000,1
12,6,1/20,boundary_s1,5,1,5544,30,166320,3,1568259/33554432,252122214228255473989500026077047454273/268435456000000000000000000000000000000,1
12,6,1/20,boundary_s2,4,2,13860,32,443520,3,19019385/536870912,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
12,6,1/20,boundary_s3,3,3,18480,32,591360,3,6339795/134217728,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
12,6,1/20,boundary_s4,2,4,13860,32,443520,3,19019385/536870912,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
12,6,1/20,boundary_s5,1,5,5544,30,166320,3,1568259/33554432,252122214228255473989500026077047454273/268435456000000000000000000000000000000,1
12,6,1/20,boundary_s6,0,6,924,27,24948,3,95403/2097152,3208689719779354665604173407543/3355443200000000000000000000000,1
12,6,1/20,containment_s7,0,7,792,27,21384,3,40887/1048576,3208689719779354665604173407543/3355443200000000000000000000000,1
12,6,1/20,containment_s8,0,8,495,26,12870,3,182655/4194304,32254486455957996678753081103857/33554432000000000000000000000000,1
12,6,1/20,containment_s9,0,9,220,21,4620,2,1595/32768,11994169162440651134064599/13107200000000000000000000,1
12,6,1/20,containment_s10,0,10,66,19,1254,2,6303/131072,244699273200091417605281/262144000000000000000000,1
12,6,1/20,containment_s11,0,11,12,17,204,2,231/8192,62242620822486673273/65536000000000000000,1
12,6,1/20,full_clamp,0,12,1,9,9,1,5/128,11888494133/12800000000,1
12,6,3/20,boundary_s0,6,0,924,52,48048,11,9333832529637/281474976710656,2070167326889957226279082778058028867125573691699126832800894604663/2251799813685248000000000000000000000000000000000000000000000000000,1
12,6,3/20,boundary_s1,5,1,5544,58,321552,12,205228210917807/4503599627370496,65866455761346270594918473823800447770672138918336439726370825195523018621/72057594037927936000000000000000000000000000000000000000000000000000000000,1
12,6,3/20,boundary_s2,4,2,13860,63,873180,13,753021599552145/18014398509481984,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
12,6,3/20,boundary_s3,3,3,18480,64,1182720,13,20037879888171915/576460752303423488,83895169667720589350768618672996241053326495781540495793182302109838943225471365209/92233720368547758080000000000000000000000000000000000000000000000000000000000000000,1
12,6,3/20,boundary_s4,2,4,13860,63,873180,13,753021599552145/18014398509481984,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
12,6,3/20,boundary_s5,1,5,5544,58,321552,12,205228210917807/4503599627370496,65866455761346270594918473823800447770672138918336439726370825195523018621/72057594037927936000000000000000000000000000000000000000000000000000000000,1
12,6,3/20,boundary_s6,0,6,924,52,48048,11,9333832529637/281474976710656,2070167326889957226279082778058028867125573691699126832800894604663/2251799813685248000000000000000000000000000000000000000000000000000,1
12,6,3/20,containment_s7,0,7,792,48,38016,10,859616749629/17592186044416,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
12,6,3/20,containment_s8,0,8,495,47,23265,10,3430613394945/70368744177664,644131666883319102096288455803971621076354685713039799143453/703687441776640000000000000000000000000000000000000000000000,1
12,6,3/20,containment_s9,0,9,220,46,10120,10,151344634815/4398046511104,162818074041962138069723067264690875586475469639111576008807/175921860444160000000000000000000000000000000000000000000000,1
12,6,3/20,containment_s10,0,10,66,37,2442,8,426844209/8589934592,623704295907377219707614669661501119183243181/687194767360000000000000000000000000000000000,1
12,6,3/20,containment_s11,0,11,12,31,372,7,20931/524288,3079611059988922302020436617127481433/3355443200000000000000000000000000000,1
12,6,3/20,full_clamp,0,12,1,17,17,4,1607/32768,59066943224413682347/65536000000000000000,1
